	N1_1	N2_1	N3_1	N4_1	N5_1	N7_1	N9_1	N11_1	N13_1	N14_1	N15_1	W1_1	W3_1	W5_1	W6_1	W7_1	W10_1	W11_1	W12_1	W14_1
557255	0	0	0	1	0	3	3	3	2	1	1	0	0	0	1	1	0	0	0	0
327741	2	1	0	1	0	0	0	1	1	0	0	0	1	2	1	1	0	0	0	5
New.ReferenceOTU31018	0	0	0	2	0	1	1	2	3	6	1	0	0	0	0	0	0	0	0	0
New.ReferenceOTU35034	0	0	0	4	0	2	1	6	1	0	1	0	0	0	0	1	0	0	0	0
818959	1	1	0	0	0	1	0	0	3	0	0	1	7	2	0	0	0	0	0	0
219420	0	1	0	0	2	0	0	0	8	0	1	0	1	0	1	1	0	0	1	0
4453395	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	12
557002	1	0	0	2	1	0	0	0	0	0	0	1	0	1	1	0	0	1	6	1
251465	1	5	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	1	3	0
261198	2	1	0	2	2	1	0	1	0	0	1	0	0	0	5	0	0	0	0	0
New.ReferenceOTU53452	1	2	3	2	0	0	0	0	2	0	1	1	0	0	2	0	0	1	0	0
1694811	0	1	2	3	2	0	1	0	0	1	0	1	0	0	0	1	0	1	0	2
1139084	0	2	1	0	0	1	0	2	4	1	1	1	0	0	0	0	0	0	1	1
4382194	1	0	0	2	1	0	2	1	0	0	0	0	0	0	1	0	0	2	2	3
4345313	1	3	3	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
306704	1	0	0	1	0	1	1	1	0	0	0	0	0	0	2	2	0	1	0	5
4402960	1	3	0	1	0	1	1	0	1	0	0	1	2	0	0	4	0	0	0	0
783719	0	0	0	1	4	3	1	0	2	3	1	0	0	0	0	0	0	0	0	0
4199936	0	0	0	1	0	3	1	4	2	2	0	0	0	0	0	0	0	0	1	1
4383820	0	0	4	2	3	0	0	0	0	0	0	0	1	0	0	1	0	1	0	3
New.ReferenceOTU43123	0	0	0	1	0	1	4	3	5	1	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU19411	0	0	0	0	0	1	3	3	1	3	0	0	1	0	0	0	3	0	0	0
386554	0	0	0	0	2	0	0	0	1	1	0	0	0	1	1	3	0	1	0	5
New.ReferenceOTU29368	0	0	7	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1
New.ReferenceOTU2045	2	0	5	0	3	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0
4187380	0	1	3	7	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
New.ReferenceOTU27493	0	0	0	3	0	0	3	0	1	1	0	0	0	0	4	0	0	0	3	0
4467134	0	1	2	9	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
4397023	0	0	0	0	0	1	0	0	1	1	12	0	0	0	0	0	0	0	0	0
New.ReferenceOTU31873	0	0	0	0	1	2	0	0	0	2	0	0	0	0	2	1	0	0	4	3
590243	0	0	0	4	0	1	0	0	1	1	0	0	4	0	0	2	0	1	0	1
New.ReferenceOTU40857	0	1	0	1	0	0	0	0	0	1	0	0	0	1	3	6	0	0	2	0
New.ReferenceOTU42687	0	0	0	2	0	0	3	2	2	0	0	1	0	2	0	2	0	1	0	0
4408378	0	0	0	1	0	0	2	0	2	0	2	0	1	0	0	0	0	2	1	4
1136510	0	0	0	0	0	5	0	1	0	0	1	1	1	3	0	0	1	2	0	0
108479	2	4	0	3	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1
New.ReferenceOTU1841	0	0	0	2	2	2	1	0	0	1	0	0	1	1	1	1	0	0	0	3
4418570	0	0	0	1	0	1	0	3	2	0	1	0	0	0	1	3	0	1	0	1
New.ReferenceOTU28723	0	0	0	4	0	2	0	2	0	1	1	0	0	0	2	2	0	0	0	0
685193	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	8
3900312	0	0	2	1	1	1	0	0	0	1	1	0	0	0	0	2	1	1	1	2
4460376	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	2	0	1	6	0
New.ReferenceOTU21081	0	0	0	1	2	2	0	0	3	0	0	0	2	0	1	0	1	2	0	0
4406766	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	6
New.ReferenceOTU14218	0	0	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	6	0
4425571	2	0	0	0	0	0	2	0	1	0	0	1	2	1	0	1	0	0	1	3
514550	0	1	0	1	2	0	0	0	1	0	2	1	0	0	1	0	0	3	0	2
4386631	1	3	1	0	3	1	0	1	2	0	0	0	2	0	0	0	0	0	0	0
323221	2	0	0	4	0	0	1	2	1	0	1	0	0	0	2	0	0	0	1	0
4393172	2	1	0	0	0	1	1	0	0	0	0	2	3	0	1	2	0	0	0	1
New.ReferenceOTU21965	0	0	0	2	0	4	2	1	0	0	1	0	0	0	0	1	1	0	1	1
New.ReferenceOTU29933	0	0	0	0	0	2	0	2	0	3	1	0	0	0	0	2	0	0	1	3
New.ReferenceOTU55471	0	0	0	0	0	1	0	0	1	0	2	5	0	2	0	0	2	1	0	0
3138798	9	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
New.ReferenceOTU2346	0	0	0	3	0	3	0	3	3	0	2	0	0	0	0	0	0	0	0	0
New.ReferenceOTU12169	0	0	0	2	0	3	1	3	1	2	0	0	0	0	0	1	0	0	0	1
225259	0	2	1	1	0	0	0	0	2	0	0	0	0	0	3	0	0	2	0	3
New.ReferenceOTU26872	0	0	0	0	0	2	2	3	0	1	0	1	0	0	0	0	1	0	3	1
New.ReferenceOTU17628	0	0	0	0	0	0	1	0	3	0	1	0	7	0	0	0	0	0	2	0
New.ReferenceOTU52779	1	0	1	3	0	0	0	1	2	0	1	2	1	1	0	0	0	0	0	1
New.ReferenceOTU15569	0	0	0	1	0	2	3	1	3	3	1	0	0	0	0	0	0	0	0	0
151894	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	6	0	1	0	1
New.ReferenceOTU37048	0	1	0	0	0	1	2	1	1	1	0	1	0	0	0	0	3	2	0	0
435928	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	2	2	2
799231	0	1	0	0	2	0	1	0	1	2	0	0	0	1	1	0	0	0	0	4
New.ReferenceOTU9547	0	0	0	1	0	0	0	2	1	2	1	0	0	1	1	0	0	0	2	2
New.ReferenceOTU53130	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	1
New.ReferenceOTU16440	0	0	0	8	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4344571	1	1	0	1	0	1	0	1	2	1	0	1	1	0	0	0	0	0	2	1
808203	2	0	0	2	0	0	0	0	1	2	2	0	3	0	0	0	0	0	0	1
745122	6	0	1	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	1
4334053	0	0	1	1	3	2	2	1	1	2	0	0	0	0	0	0	0	0	0	0
8028	0	0	1	0	1	0	2	2	0	2	1	0	0	0	0	1	1	0	2	0
4305857	2	2	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	2	0
New.ReferenceOTU13322	0	0	0	0	0	2	0	0	0	0	1	1	1	2	0	0	1	2	1	2
317724	0	0	2	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	4	2
2440017	0	0	0	2	0	1	2	5	0	1	0	0	0	0	1	1	0	0	0	0
805099	1	3	0	1	2	0	0	0	0	1	0	1	3	1	0	0	0	0	0	0
New.ReferenceOTU40238	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	5	2	0	0	1
New.ReferenceOTU9307	0	0	0	1	0	0	1	0	0	0	0	0	0	0	6	5	0	0	0	0
New.ReferenceOTU17134	2	1	1	1	0	0	0	1	1	0	1	1	2	0	0	0	1	1	0	0
143769	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	2	6	0
New.ReferenceOTU41968	0	0	0	2	0	1	2	2	0	3	0	0	1	0	0	0	0	1	0	1
New.ReferenceOTU9024	0	1	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
996068	4	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
647437	4	0	2	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4349320	4	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1
New.ReferenceOTU43643	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	1	5	1	0	1
New.ReferenceOTU18872	0	0	0	0	0	0	0	0	0	3	0	3	4	2	0	0	0	0	1	0
228710	0	2	1	4	0	1	0	0	2	0	0	0	1	0	1	1	0	0	0	0
New.ReferenceOTU38496	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	5	0	1	1	3
4351336	2	2	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	2
3144250	0	1	5	3	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
4465124	0	1	0	2	0	0	0	0	7	1	0	0	2	0	0	0	0	0	0	0
6674	1	1	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5
731748	0	0	2	2	1	0	0	0	2	0	1	0	0	0	1	0	1	1	0	1
4354822	0	0	0	3	0	2	1	0	0	0	1	0	0	1	0	0	0	1	2	1
1048864	0	0	4	0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	0	2
4449950	0	0	1	2	1	1	1	0	2	0	0	0	1	0	0	1	0	1	1	0
New.ReferenceOTU37073	0	0	0	1	0	3	1	2	1	0	2	0	0	0	0	0	0	0	0	2
New.ReferenceOTU51371	1	0	0	0	0	0	2	1	1	2	0	0	1	0	0	0	2	0	0	2
New.ReferenceOTU20792	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0	0	3	0	1	0
208621	1	7	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
New.ReferenceOTU49744	0	0	0	1	0	2	0	1	1	2	0	2	0	0	0	0	0	1	2	0
160626	0	0	1	0	1	0	2	0	0	3	1	0	2	0	0	1	0	0	0	1
1105780	0	1	0	0	0	0	0	0	1	0	0	0	1	2	1	3	2	1	0	0
3819483	0	0	0	4	0	3	0	1	2	1	0	0	0	0	0	0	0	0	0	1
4415338	5	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
4469075	0	0	0	0	0	0	0	2	2	0	0	1	0	1	0	2	0	1	0	3
New.ReferenceOTU22454	0	0	0	4	0	0	2	3	1	2	0	0	0	0	0	0	0	0	0	0
4455956	0	2	0	3	0	3	0	0	1	1	0	0	0	1	0	0	0	0	1	0
141750	0	0	0	2	0	0	1	1	0	2	2	1	0	0	0	1	0	0	2	0
4295403	2	0	4	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4300206	1	0	2	2	0	0	1	0	3	0	0	0	0	0	0	2	0	1	0	0
New.ReferenceOTU21447	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	1	1	4
New.ReferenceOTU45034	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	6	2
115374	0	1	1	2	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	4
577646	0	2	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4
New.ReferenceOTU21847	1	5	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4393622	0	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	4
358068	1	1	0	0	1	0	1	0	1	0	0	1	0	0	2	0	2	0	2	0
1120116	1	0	0	6	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0
13074	3	0	0	0	2	0	0	0	0	1	0	0	0	1	1	3	0	0	0	1
815293	0	0	1	0	2	2	0	0	0	0	0	0	0	2	0	2	1	2	0	0
830605	1	0	1	1	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	4
New.ReferenceOTU20974	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	4	2
270659	0	0	9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
634077	0	0	0	0	0	0	1	2	0	0	0	2	1	0	0	0	0	0	0	5
4377484	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	6
New.ReferenceOTU3593	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	3
New.ReferenceOTU4041	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	4	0	1	2
257891	0	0	0	1	0	0	0	1	3	6	0	0	0	0	0	0	0	0	0	0
4460870	0	0	1	2	0	0	1	1	2	1	0	0	1	0	1	1	0	0	0	0
106732	0	0	1	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	5
825276	0	2	2	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
New.ReferenceOTU55656	0	0	0	2	0	1	1	3	1	0	1	0	0	0	1	0	0	0	1	0
New.ReferenceOTU6183	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	1	0	4	0
4470872	0	1	0	2	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	2
4397257	0	3	3	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
New.ReferenceOTU2060	1	0	3	1	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0
New.ReferenceOTU3790	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	5
New.ReferenceOTU48664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	3
New.ReferenceOTU48977	0	0	0	3	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	3
New.ReferenceOTU46648	0	0	0	0	0	1	2	2	2	1	0	0	0	1	0	0	0	1	0	1
43917	0	1	0	3	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1
844510	0	0	0	4	0	1	1	0	0	0	1	0	0	0	0	4	0	0	0	0
1111636	2	0	0	0	0	0	0	1	1	0	1	0	4	1	0	0	0	0	1	0
New.ReferenceOTU55959	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
660477	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	5	0	0	0	0
New.ReferenceOTU45645	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	2	1	3	0
105470	1	0	2	0	1	2	0	1	1	0	3	0	0	0	0	0	0	0	0	0
822040	6	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
343588	1	0	2	1	1	0	0	0	0	1	1	0	0	1	2	0	0	0	0	1
New.ReferenceOTU54436	0	0	0	0	0	1	2	4	0	2	1	0	0	0	0	0	0	0	0	1
1127594	1	2	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0	2	0	0
New.ReferenceOTU1934	0	0	0	7	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0
New.ReferenceOTU19120	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	5	0
312987	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	3	0
4333648	0	1	0	2	1	0	0	0	2	2	0	0	0	0	0	1	0	0	0	2
668105	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	4	0	2	0	0
4388963	0	2	0	2	0	0	0	1	0	0	0	1	0	1	3	0	0	0	0	0
4482563	1	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
2662591	0	0	0	1	1	0	1	1	0	4	2	0	0	0	0	0	0	0	0	0
661442	0	3	1	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0
New.ReferenceOTU10190	0	0	0	2	0	1	0	3	1	0	0	0	0	0	0	2	0	0	0	1
1138828	0	1	0	0	0	1	0	1	2	0	1	1	1	0	1	1	0	0	0	0
4425634	0	0	3	0	0	0	1	1	1	2	0	0	2	0	0	0	0	0	0	0
753378	0	0	0	1	0	2	0	2	1	0	2	0	0	0	0	0	0	0	0	2
New.ReferenceOTU13012	0	0	0	0	0	1	0	1	1	2	1	0	0	1	1	0	1	1	0	0
New.ReferenceOTU33052	0	0	0	0	0	0	2	4	1	0	0	0	1	0	0	0	2	0	0	0
New.ReferenceOTU30218	0	0	0	1	0	1	1	0	1	0	0	0	0	0	2	1	0	1	2	0
4462801	0	2	2	1	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0
New.ReferenceOTU37608	0	0	0	5	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0
4332298	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	2
New.ReferenceOTU55399	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	4
New.ReferenceOTU16947	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
108525	0	1	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
172808	0	0	0	1	0	0	0	1	4	2	0	0	0	0	2	0	0	0	0	0
New.ReferenceOTU54929	0	0	0	0	0	0	1	1	2	0	0	0	0	0	2	1	0	1	2	0
250274	0	5	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0
141105	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	5
589810	0	0	0	0	0	0	0	2	1	1	5	0	0	0	0	0	0	0	1	0
New.ReferenceOTU13407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
New.ReferenceOTU33785	0	6	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
New.ReferenceOTU15394	0	0	0	0	0	0	1	4	2	0	2	0	0	0	0	1	0	0	0	0
327197	0	2	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2
New.ReferenceOTU19010	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	1	0
4386461	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	5	0	0	0	0
New.ReferenceOTU20228	0	0	2	0	1	0	0	0	0	1	0	0	1	0	1	3	0	0	1	0
4447718	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
New.ReferenceOTU58681	1	0	1	0	0	0	0	0	2	0	0	0	2	0	1	2	0	0	0	1
17679	0	5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
136160	0	0	0	1	1	0	0	0	1	0	1	0	3	1	0	0	0	0	1	1
1779302	5	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
140359	1	1	0	0	1	0	0	0	0	0	0	2	1	1	0	0	1	1	1	0
New.ReferenceOTU19181	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	1	4
New.ReferenceOTU20410	0	0	0	2	0	1	2	0	0	0	0	0	0	0	2	0	0	1	1	1
New.ReferenceOTU26209	0	0	1	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3
828311	1	0	1	0	2	0	0	0	0	0	0	1	0	1	2	1	0	0	0	1
New.ReferenceOTU14390	0	0	0	0	0	2	1	0	0	0	1	0	0	0	2	0	3	0	0	1
New.ReferenceOTU36820	3	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
New.ReferenceOTU18169	1	0	1	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2
New.ReferenceOTU56840	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	1	2	0
New.ReferenceOTU48610	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	2	2
542548	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	3	0
New.ReferenceOTU12698	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	4	0
3704350	0	0	0	2	0	0	0	1	0	3	1	0	0	1	0	0	0	0	0	1
687497	0	0	0	3	1	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0
256498	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0
4396984	0	4	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
217201	0	0	0	4	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0
1053194	0	0	0	2	0	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0
New.ReferenceOTU45049	0	0	0	0	0	0	1	2	1	0	0	0	1	0	1	3	0	0	0	0
565900	2	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
835591	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
580916	0	0	1	0	0	0	0	2	1	0	1	2	1	0	0	0	0	0	0	1
575472	0	0	0	1	0	0	3	1	0	0	0	2	0	2	0	0	0	0	0	0
New.ReferenceOTU57002	0	0	0	2	0	0	0	0	3	0	0	0	1	1	0	2	0	0	0	0
New.ReferenceOTU39716	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0
805093	1	0	0	0	0	2	0	1	2	0	0	1	0	0	1	0	0	0	1	0
New.ReferenceOTU42538	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0
551223	1	1	2	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
New.ReferenceOTU39055	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	2
New.ReferenceOTU9384	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	4	0
252822	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	3
New.ReferenceOTU44747	0	0	0	0	0	2	2	2	1	0	1	0	0	0	0	0	0	0	0	1
635524	0	0	1	3	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0
566212	2	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
619616	0	0	0	0	0	1	0	4	0	0	2	0	1	0	0	0	0	0	1	0
4370361	0	0	3	0	3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
4424963	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
207133	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	3
New.ReferenceOTU13845	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	3
913174	0	0	0	0	1	0	0	1	0	0	1	0	0	1	2	2	0	0	0	1
New.ReferenceOTU52939	0	0	0	2	0	0	1	1	0	0	3	1	1	0	0	0	0	0	0	0
4318801	0	0	0	2	2	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
1116073	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3
New.ReferenceOTU47620	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	1	0	1	2
517972	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	1	2
New.ReferenceOTU357	0	0	0	0	0	1	1	1	0	5	1	0	0	0	0	0	0	0	0	0
738264	0	2	0	1	0	1	0	0	2	0	0	0	1	0	0	1	0	0	1	0
153593	3	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
New.ReferenceOTU38593	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
591951	4	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
New.ReferenceOTU30304	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	5
4445508	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
New.ReferenceOTU10602	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	3	1
New.ReferenceOTU15912	0	0	0	0	0	4	0	0	2	0	0	0	1	2	0	0	0	0	0	0
1140286	2	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
New.ReferenceOTU8769	0	0	0	0	0	0	0	0	1	2	0	3	1	1	0	1	0	0	0	0
740323	0	0	1	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	1	0
545507	1	0	0	1	0	2	0	0	2	0	0	0	0	0	1	0	1	0	0	0
4442093	0	0	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
3847840	0	1	0	0	0	0	0	1	2	0	0	0	2	1	0	0	0	1	0	0
541215	0	0	0	2	0	0	0	2	1	0	0	0	0	0	2	1	0	0	0	0
4389649	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	3
79085	0	0	0	0	0	1	2	0	1	0	0	1	0	0	1	0	0	1	0	1
388951	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	1	1	0	1
606965	2	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0
218539	1	0	1	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0
4331815	1	0	0	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
940737	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	2	0
6693	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0
New.ReferenceOTU26730	0	0	0	0	0	1	0	0	2	0	1	2	0	0	2	0	0	0	0	0
New.ReferenceOTU3119	0	0	0	0	0	0	0	2	0	1	0	3	1	0	1	0	0	0	0	0
4375328	0	0	0	4	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
4362183	1	0	1	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0
New.ReferenceOTU1553	1	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	1
New.ReferenceOTU31450	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	2	0	0	0	1
838467	3	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
640833	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
New.ReferenceOTU50459	0	1	0	0	0	0	1	2	1	0	0	0	1	1	0	0	1	0	0	0
772368	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
807200	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
4381430	0	0	0	0	1	0	3	0	0	1	0	1	0	0	1	0	1	0	0	0
New.ReferenceOTU36165	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	0	0	0	2	0
211156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
50466	0	0	0	5	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1852120	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6
813418	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
New.ReferenceOTU5150	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3
589622	1	0	1	0	0	1	0	0	1	0	0	1	3	0	0	0	0	0	0	0
New.ReferenceOTU46396	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	0
108491	0	3	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1
4325220	0	0	1	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
New.ReferenceOTU45462	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	2	0
4361857	1	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0
4468331	0	0	0	0	0	2	1	1	0	0	0	3	0	0	0	0	0	0	0	0
1116348	0	2	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0
4296686	0	0	0	2	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0
1099772	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	1
635410	0	3	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1
4323609	0	0	0	2	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0
4427892	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	2	0	0	0	0
New.ReferenceOTU38550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
